Team;Year;Attemp2pt;Success2pt;Attemptkick;Successkick
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 1 ; 0 ; 0 ; 0
SF ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 1 ; 0 ; 0 ; 0
ATL ; 2013 ; 0 ; 0 ; 1 ; 1
ATL ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
ATL ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
ATL ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
HOU ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
BUF ; 2013 ; 0 ; 0 ; 1 ; 1
BUF ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
NYJ ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NYJ ; 2013 ; 0 ; 0 ; 1 ; 1
NYJ ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
BAL ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 1 ; 0 ; 0 ; 0
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
NYG ; 2013 ; 0 ; 0 ; 1 ; 1
NYG ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
JAC ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
BUF ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
BUF ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 1 ; 1 ; 0 ; 0
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
ATL ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
BUF ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
ATL ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 0
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
NYJ ; 2013 ; 0 ; 0 ; 1 ; 1
NYJ ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 1 ; 1 ; 0 ; 0
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
BAL ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
BAL ; 2013 ; 1 ; 1 ; 0 ; 0
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
HOU ; 2013 ; 0 ; 0 ; 1 ; 1
HOU ; 2013 ; 0 ; 0 ; 1 ; 1
HOU ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 1 ; 0 ; 0 ; 0
IND ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 1 ; 1 ; 0 ; 0
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
ATL ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
BAL ; 2013 ; 0 ; 0 ; 1 ; 1
BAL ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 1 ; 0 ; 0 ; 0
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 1 ; 1 ; 0 ; 0
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
NYG ; 2013 ; 0 ; 0 ; 1 ; 1
NYG ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
NYG ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
BUF ; 2013 ; 0 ; 0 ; 1 ; 1
JAC ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
JAC ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
JAC ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
HOU ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
HOU ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
HOU ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 1 ; 0 ; 0 ; 0
TB ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
BUF ; 2013 ; 0 ; 0 ; 1 ; 1
BUF ; 2013 ; 0 ; 0 ; 1 ; 1
NYJ ; 2013 ; 0 ; 0 ; 1 ; 1
BUF ; 2013 ; 0 ; 0 ; 1 ; 1
BUF ; 2013 ; 0 ; 0 ; 1 ; 1
NYJ ; 2013 ; 0 ; 0 ; 1 ; 1
BAL ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
BAL ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
CIN ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
HOU ; 2013 ; 0 ; 0 ; 1 ; 1
HOU ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
JAC ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
JAC ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
PHI ; 2013 ; 0 ; 0 ; 1 ; 1
WAS ; 2013 ; 1 ; 1 ; 0 ; 0
WAS ; 2013 ; 1 ; 1 ; 0 ; 0
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
ATL ; 2013 ; 0 ; 0 ; 1 ; 1
ATL ; 2013 ; 1 ; 1 ; 0 ; 0
ATL ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
SEA ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
NYG ; 2013 ; 0 ; 0 ; 1 ; 1
NYG ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
NYG ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
ATL ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
NO ; 2013 ; 0 ; 0 ; 1 ; 1
BAL ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 1 ; 1 ; 0 ; 0
DET ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
TB ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
MIN ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 1 ; 0 ; 0 ; 0
GB ; 2013 ; 0 ; 0 ; 1 ; 1
JAC ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
SD ; 2013 ; 0 ; 0 ; 1 ; 1
MIA ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
CHI ; 2013 ; 0 ; 0 ; 1 ; 1
STL ; 2013 ; 1 ; 1 ; 0 ; 0
STL ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
ARI ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 1 ; 1 ; 0 ; 0
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
NYG ; 2013 ; 0 ; 0 ; 1 ; 1
NYG ; 2013 ; 1 ; 1 ; 0 ; 0
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
NE ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
SF ; 2013 ; 0 ; 0 ; 1 ; 1
GB ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
DET ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
OAK ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
DAL ; 2013 ; 0 ; 0 ; 1 ; 1
BAL ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 0 ; 0 ; 1 ; 1
PIT ; 2013 ; 1 ; 0 ; 0 ; 0
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CAR ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
JAC ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
JAC ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
CLE ; 2013 ; 0 ; 0 ; 1 ; 1
JAC ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
TEN ; 2013 ; 0 ; 0 ; 1 ; 1
IND ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
DEN ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
KC ; 2013 ; 0 ; 0 ; 1 ; 1
