Down,Ydstogo,Line,Value
1,46,10,-1.63
1,46,11,-1.557
1,46,12,-1.485
1,46,13,-1.413
1,46,14,-1.343
1,46,15,-1.272
1,46,16,-1.202
1,46,17,-1.132
1,46,18,-1.063
1,46,19,-0.995
1,46,20,-0.927
1,46,21,-0.861
1,46,22,-0.795
1,46,23,-0.73
1,46,24,-0.665
1,46,25,-0.602
1,46,26,-0.54
1,46,27,-0.478
1,46,28,-0.418
1,46,29,-0.359
1,46,30,-0.302
1,46,31,-0.245
1,46,32,-0.19
1,46,33,-0.137
1,46,34,-0.084
1,46,35,-0.032
1,46,36,0.019
1,46,37,0.069
1,46,38,0.118
1,46,39,0.166
1,46,40,0.214
1,46,41,0.26
1,46,42,0.307
1,46,43,0.352
1,46,44,0.398
1,46,45,0.444
1,46,46,0.49
1,46,47,0.536
1,46,48,0.583
1,46,49,0.63
1,46,50,0.679
1,46,51,0.729
1,46,52,0.78
1,46,53,0.833
1,46,54,0.888
1,47,1,-2.458
1,47,2,-2.331
1,47,3,-2.212
1,47,4,-2.107
1,47,5,-2.019
1,47,6,-1.935
1,47,7,-1.855
1,47,8,-1.779
1,47,9,-1.704
1,47,10,-1.631
1,47,11,-1.558
1,47,12,-1.486
1,47,13,-1.415
1,47,14,-1.344
1,47,15,-1.274
1,47,16,-1.204
1,47,17,-1.134
1,47,18,-1.066
1,47,19,-0.997
1,47,20,-0.93
1,47,21,-0.864
1,47,22,-0.798
1,47,23,-0.733
1,47,24,-0.668
1,47,25,-0.605
1,47,26,-0.543
1,47,27,-0.482
1,47,28,-0.422
1,47,29,-0.363
1,47,30,-0.306
1,47,31,-0.25
1,47,32,-0.195
1,47,33,-0.141
1,47,34,-0.088
1,47,35,-0.036
1,47,36,0.015
1,47,37,0.065
1,47,38,0.115
1,47,39,0.163
1,47,40,0.211
1,47,41,0.257
1,47,42,0.304
1,47,43,0.35
1,47,44,0.396
1,47,45,0.441
1,47,46,0.487
1,47,47,0.532
1,47,48,0.579
1,47,49,0.627
1,47,50,0.675
1,47,51,0.725
1,47,52,0.776
1,47,53,0.829
1,48,1,-2.459
1,48,2,-2.332
1,48,3,-2.213
1,48,4,-2.109
1,48,5,-2.02
1,48,6,-1.936
1,48,7,-1.857
1,48,8,-1.78
1,48,9,-1.706
1,48,10,-1.633
1,48,11,-1.56
1,48,12,-1.488
1,48,13,-1.417
1,48,14,-1.346
1,48,15,-1.276
1,48,16,-1.206
1,48,17,-1.136
1,48,18,-1.068
1,48,19,-1
1,48,20,-0.932
1,48,21,-0.866
1,48,22,-0.8
1,48,23,-0.735
1,48,24,-0.671
1,48,25,-0.608
1,48,26,-0.546
1,48,27,-0.485
1,48,28,-0.425
1,48,29,-0.367
1,48,30,-0.309
1,48,31,-0.253
1,48,32,-0.198
1,48,33,-0.144
1,48,34,-0.091
1,48,35,-0.039
1,48,36,0.012
1,48,37,0.062
1,48,38,0.112
1,48,39,0.16
1,48,40,0.208
1,48,41,0.255
1,48,42,0.301
1,48,43,0.347
1,48,44,0.393
1,48,45,0.438
1,48,46,0.484
1,48,47,0.529
1,48,48,0.576
1,48,49,0.624
1,48,50,0.672
1,48,51,0.722
1,48,52,0.773
1,49,1,-2.46
1,49,2,-2.333
1,49,3,-2.215
1,49,4,-2.11
1,49,5,-2.021
1,49,6,-1.937
1,49,7,-1.858
1,49,8,-1.781
1,49,9,-1.707
1,49,10,-1.634
1,49,11,-1.561
1,49,12,-1.489
1,49,13,-1.418
1,49,14,-1.348
1,49,15,-1.277
1,49,16,-1.207
1,49,17,-1.138
1,49,18,-1.07
1,49,19,-1.002
1,49,20,-0.935
1,49,21,-0.868
1,49,22,-0.802
1,49,23,-0.738
1,49,24,-0.674
1,49,25,-0.611
1,49,26,-0.549
1,49,27,-0.488
1,49,28,-0.428
1,49,29,-0.37
1,49,30,-0.312
1,49,31,-0.256
1,49,32,-0.201
1,49,33,-0.147
1,49,34,-0.093
1,49,35,-0.041
1,49,36,0.01
1,49,37,0.06
1,49,38,0.109
1,49,39,0.158
1,49,40,0.206
1,49,41,0.253
1,49,42,0.299
1,49,43,0.345
1,49,44,0.391
1,49,45,0.436
1,49,46,0.482
1,49,47,0.527
1,49,48,0.574
1,49,49,0.621
1,49,50,0.669
1,49,51,0.719
1,50,1,-2.461
1,50,2,-2.334
1,50,3,-2.215
1,50,4,-2.11
1,50,5,-2.022
1,50,6,-1.938
1,50,7,-1.859
1,50,8,-1.782
1,50,9,-1.708
1,50,10,-1.635
1,50,11,-1.562
1,50,12,-1.49
1,50,13,-1.419
1,50,14,-1.349
1,50,15,-1.279
1,50,16,-1.209
1,50,17,-1.14
1,50,18,-1.072
1,50,19,-1.004
1,50,20,-0.936
1,50,21,-0.87
1,50,22,-0.804
1,50,23,-0.74
1,50,24,-0.676
1,50,25,-0.613
1,50,26,-0.551
1,50,27,-0.49
1,50,28,-0.431
1,50,29,-0.372
1,50,30,-0.315
1,50,31,-0.259
1,50,32,-0.203
1,50,33,-0.149
1,50,34,-0.095
1,50,35,-0.043
1,50,36,0.008
1,50,37,0.058
1,50,38,0.108
1,50,39,0.156
1,50,40,0.204
1,50,41,0.251
1,50,42,0.297
1,50,43,0.343
1,50,44,0.389
1,50,45,0.434
1,50,46,0.479
1,50,47,0.525
1,50,48,0.572
1,50,49,0.619
1,50,50,0.667
1,51,1,-2.461
1,51,2,-2.335
1,51,3,-2.216
1,51,4,-2.111
1,51,5,-2.023
1,51,6,-1.939
1,51,7,-1.86
1,51,8,-1.783
1,51,9,-1.709
1,51,10,-1.636
1,51,11,-1.563
1,51,12,-1.492
1,51,13,-1.421
1,51,14,-1.35
1,51,15,-1.28
1,51,16,-1.21
1,51,17,-1.142
1,51,18,-1.073
1,51,19,-1.005
1,51,20,-0.938
1,51,21,-0.872
1,51,22,-0.806
1,51,23,-0.742
1,51,24,-0.678
1,51,25,-0.615
1,51,26,-0.553
1,51,27,-0.493
1,51,28,-0.433
1,51,29,-0.375
1,51,30,-0.317
1,51,31,-0.261
1,51,32,-0.205
1,51,33,-0.151
1,51,34,-0.097
1,51,35,-0.045
1,51,36,0.006
1,51,37,0.056
1,51,38,0.106
1,51,39,0.155
1,51,40,0.202
1,51,41,0.249
1,51,42,0.296
1,51,43,0.342
1,51,44,0.387
1,51,45,0.432
1,51,46,0.478
1,51,47,0.523
1,51,48,0.57
1,51,49,0.617
1,52,1,-2.462
1,52,2,-2.336
1,52,3,-2.217
1,52,4,-2.112
1,52,5,-2.023
1,52,6,-1.939
1,52,7,-1.861
1,52,8,-1.784
1,52,9,-1.71
1,52,10,-1.637
1,52,11,-1.564
1,52,12,-1.493
1,52,13,-1.422
1,52,14,-1.351
1,52,15,-1.281
1,52,16,-1.212
1,52,17,-1.143
1,52,18,-1.074
1,52,19,-1.007
1,52,20,-0.939
1,52,21,-0.873
1,52,22,-0.808
1,52,23,-0.743
1,52,24,-0.679
1,52,25,-0.617
1,52,26,-0.555
1,52,27,-0.494
1,52,28,-0.435
1,52,29,-0.376
1,52,30,-0.318
1,52,31,-0.262
1,52,32,-0.207
1,52,33,-0.152
1,52,34,-0.099
1,52,35,-0.046
1,52,36,0.005
1,52,37,0.055
1,52,38,0.105
1,52,39,0.153
1,52,40,0.201
1,52,41,0.248
1,52,42,0.294
1,52,43,0.34
1,52,44,0.386
1,52,45,0.431
1,52,46,0.476
1,52,47,0.521
1,52,48,0.568
1,53,1,-2.463
1,53,2,-2.336
1,53,3,-2.217
1,53,4,-2.112
1,53,5,-2.024
1,53,6,-1.94
1,53,7,-1.861
1,53,8,-1.785
1,53,9,-1.71
1,53,10,-1.638
1,53,11,-1.565
1,53,12,-1.493
1,53,13,-1.423
1,53,14,-1.352
1,53,15,-1.282
1,53,16,-1.213
1,53,17,-1.144
1,53,18,-1.075
1,53,19,-1.008
1,53,20,-0.941
1,53,21,-0.875
1,53,22,-0.809
1,53,23,-0.745
1,53,24,-0.681
1,53,25,-0.618
1,53,26,-0.557
1,53,27,-0.496
1,53,28,-0.436
1,53,29,-0.377
1,53,30,-0.32
1,53,31,-0.263
1,53,32,-0.208
1,53,33,-0.153
1,53,34,-0.1
1,53,35,-0.048
1,53,36,0.004
1,53,37,0.054
1,53,38,0.104
1,53,39,0.152
1,53,40,0.2
1,53,41,0.247
1,53,42,0.293
1,53,43,0.339
1,53,44,0.384
1,53,45,0.429
1,53,46,0.475
1,53,47,0.52
1,54,1,-2.463
1,54,2,-2.337
1,54,3,-2.218
1,54,4,-2.113
1,54,5,-2.024
1,54,6,-1.94
1,54,7,-1.862
1,54,8,-1.785
1,54,9,-1.711
1,54,10,-1.638
1,54,11,-1.566
1,54,12,-1.494
1,54,13,-1.423
1,54,14,-1.353
1,54,15,-1.283
1,54,16,-1.214
1,54,17,-1.145
1,54,18,-1.076
1,54,19,-1.009
1,54,20,-0.942
1,54,21,-0.876
1,54,22,-0.81
1,54,23,-0.746
1,54,24,-0.682
1,54,25,-0.62
1,54,26,-0.558
1,54,27,-0.497
1,54,28,-0.437
1,54,29,-0.378
1,54,30,-0.321
1,54,31,-0.264
1,54,32,-0.209
1,54,33,-0.154
1,54,34,-0.101
1,54,35,-0.049
1,54,36,0.003
1,54,37,0.053
1,54,38,0.103
1,54,39,0.151
1,54,40,0.199
1,54,41,0.246
1,54,42,0.292
1,54,43,0.338
1,54,44,0.383
1,54,45,0.428
1,54,46,0.473
1,55,1,-2.463
1,55,2,-2.337
1,55,3,-2.218
1,55,4,-2.113
1,55,5,-2.025
1,55,6,-1.941
1,55,7,-1.862
1,55,8,-1.786
1,55,9,-1.711
1,55,10,-1.639
1,55,11,-1.566
1,55,12,-1.495
1,55,13,-1.424
1,55,14,-1.354
1,55,15,-1.284
1,55,16,-1.214
1,55,17,-1.146
1,55,18,-1.077
1,55,19,-1.01
1,55,20,-0.943
1,55,21,-0.877
1,55,22,-0.811
1,55,23,-0.747
1,55,24,-0.683
1,55,25,-0.621
1,55,26,-0.559
1,55,27,-0.498
1,55,28,-0.438
1,55,29,-0.379
1,55,30,-0.322
1,55,31,-0.265
1,55,32,-0.21
1,55,33,-0.155
1,55,34,-0.102
1,55,35,-0.049
1,55,36,0.002
1,55,37,0.052
1,55,38,0.102
1,55,39,0.15
1,55,40,0.198
1,55,41,0.245
1,55,42,0.291
1,55,43,0.337
1,55,44,0.382
1,55,45,0.427
1,56,1,-2.464
1,56,2,-2.337
1,56,3,-2.219
1,56,4,-2.113
1,56,5,-2.025
1,56,6,-1.941
1,56,7,-1.863
1,56,8,-1.786
1,56,9,-1.712
1,56,10,-1.639
1,56,11,-1.567
1,56,12,-1.496
1,56,13,-1.425
1,56,14,-1.355
1,56,15,-1.285
1,56,16,-1.215
1,56,17,-1.146
1,56,18,-1.078
1,56,19,-1.011
1,56,20,-0.944
1,56,21,-0.878
1,56,22,-0.812
1,56,23,-0.748
1,56,24,-0.684
1,56,25,-0.621
1,56,26,-0.56
1,56,27,-0.499
1,56,28,-0.439
1,56,29,-0.38
1,56,30,-0.322
1,56,31,-0.266
1,56,32,-0.21
1,56,33,-0.156
1,56,34,-0.102
1,56,35,-0.05
1,56,36,0.001
1,56,37,0.051
1,56,38,0.101
1,56,39,0.149
1,56,40,0.197
1,56,41,0.244
1,56,42,0.29
1,56,43,0.336
1,56,44,0.381
1,57,1,-2.464
1,57,2,-2.338
1,57,3,-2.219
1,57,4,-2.114
1,57,5,-2.026
1,57,6,-1.942
1,57,7,-1.863
1,57,8,-1.787
1,57,9,-1.712
1,57,10,-1.64
1,57,11,-1.568
1,57,12,-1.496
1,57,13,-1.425
1,57,14,-1.355
1,57,15,-1.285
1,57,16,-1.216
1,57,17,-1.147
1,57,18,-1.079
1,57,19,-1.011
1,57,20,-0.944
1,57,21,-0.878
1,57,22,-0.813
1,57,23,-0.749
1,57,24,-0.685
1,57,25,-0.622
1,57,26,-0.56
1,57,27,-0.499
1,57,28,-0.439
1,57,29,-0.381
1,57,30,-0.323
1,57,31,-0.266
1,57,32,-0.211
1,57,33,-0.156
1,57,34,-0.103
1,57,35,-0.051
1,57,36,0.001
1,57,37,0.051
1,57,38,0.1
1,57,39,0.149
1,57,40,0.196
1,57,41,0.243
1,57,42,0.289
1,57,43,0.335
1,58,1,-2.464
1,58,2,-2.338
1,58,3,-2.219
1,58,4,-2.114
1,58,5,-2.026
1,58,6,-1.942
1,58,7,-1.863
1,58,8,-1.787
1,58,9,-1.713
1,58,10,-1.64
1,58,11,-1.568
1,58,12,-1.497
1,58,13,-1.426
1,58,14,-1.356
1,58,15,-1.286
1,58,16,-1.216
1,58,17,-1.148
1,58,18,-1.079
1,58,19,-1.012
1,58,20,-0.945
1,58,21,-0.879
1,58,22,-0.814
1,58,23,-0.749
1,58,24,-0.685
1,58,25,-0.623
1,58,26,-0.561
1,58,27,-0.5
1,58,28,-0.44
1,58,29,-0.381
1,58,30,-0.323
1,58,31,-0.267
1,58,32,-0.211
1,58,33,-0.157
1,58,34,-0.103
1,58,35,-0.051
1,58,36,0
1,58,37,0.05
1,58,38,0.1
1,58,39,0.148
1,58,40,0.196
1,58,41,0.243
1,58,42,0.289
1,59,1,-2.464
1,59,2,-2.338
1,59,3,-2.219
1,59,4,-2.114
1,59,5,-2.026
1,59,6,-1.942
1,59,7,-1.864
1,59,8,-1.787
1,59,9,-1.713
1,59,10,-1.641
1,59,11,-1.568
1,59,12,-1.497
1,59,13,-1.426
1,59,14,-1.356
1,59,15,-1.286
1,59,16,-1.217
1,59,17,-1.148
1,59,18,-1.08
1,59,19,-1.012
1,59,20,-0.945
1,59,21,-0.88
1,59,22,-0.814
1,59,23,-0.75
1,59,24,-0.686
1,59,25,-0.623
1,59,26,-0.561
1,59,27,-0.5
1,59,28,-0.44
1,59,29,-0.381
1,59,30,-0.324
1,59,31,-0.267
1,59,32,-0.211
1,59,33,-0.157
1,59,34,-0.104
1,59,35,-0.052
1,59,36,0
1,59,37,0.05
1,59,38,0.099
1,59,39,0.148
1,59,40,0.195
1,59,41,0.242
1,60,1,-2.465
1,60,2,-2.338
1,60,3,-2.219
1,60,4,-2.114
1,60,5,-2.026
1,60,6,-1.942
1,60,7,-1.864
1,60,8,-1.788
1,60,9,-1.713
1,60,10,-1.641
1,60,11,-1.569
1,60,12,-1.497
1,60,13,-1.427
1,60,14,-1.356
1,60,15,-1.286
1,60,16,-1.217
1,60,17,-1.149
1,60,18,-1.08
1,60,19,-1.013
1,60,20,-0.946
1,60,21,-0.88
1,60,22,-0.814
1,60,23,-0.75
1,60,24,-0.686
1,60,25,-0.623
1,60,26,-0.561
1,60,27,-0.5
1,60,28,-0.44
1,60,29,-0.382
1,60,30,-0.324
1,60,31,-0.267
1,60,32,-0.212
1,60,33,-0.157
1,60,34,-0.104
1,60,35,-0.052
1,60,36,-0.001
1,60,37,0.049
1,60,38,0.099
1,60,39,0.147
1,60,40,0.195
1,61,1,-2.465
1,61,2,-2.338
1,61,3,-2.22
1,61,4,-2.115
1,61,5,-2.026
1,61,6,-1.942
1,61,7,-1.864
1,61,8,-1.788
1,61,9,-1.714
1,61,10,-1.641
1,61,11,-1.569
1,61,12,-1.497
1,61,13,-1.427
1,61,14,-1.357
1,61,15,-1.287
1,61,16,-1.217
1,61,17,-1.149
1,61,18,-1.081
1,61,19,-1.013
1,61,20,-0.946
1,61,21,-0.88
1,61,22,-0.815
1,61,23,-0.75
1,61,24,-0.686
1,61,25,-0.624
1,61,26,-0.562
1,61,27,-0.501
1,61,28,-0.441
1,61,29,-0.382
1,61,30,-0.324
1,61,31,-0.267
1,61,32,-0.212
1,61,33,-0.158
1,61,34,-0.104
1,61,35,-0.052
1,61,36,-0.001
1,61,37,0.049
1,61,38,0.098
1,61,39,0.147
1,62,1,-2.465
1,62,2,-2.339
1,62,3,-2.22
1,62,4,-2.115
1,62,5,-2.027
1,62,6,-1.943
1,62,7,-1.864
1,62,8,-1.788
1,62,9,-1.714
1,62,10,-1.641
1,62,11,-1.569
1,62,12,-1.498
1,62,13,-1.427
1,62,14,-1.357
1,62,15,-1.287
1,62,16,-1.218
1,62,17,-1.149
1,62,18,-1.081
1,62,19,-1.013
1,62,20,-0.946
1,62,21,-0.88
1,62,22,-0.815
1,62,23,-0.75
1,62,24,-0.687
1,62,25,-0.624
1,62,26,-0.562
1,62,27,-0.501
1,62,28,-0.441
1,62,29,-0.382
1,62,30,-0.324
1,62,31,-0.268
1,62,32,-0.212
1,62,33,-0.158
1,62,34,-0.105
1,62,35,-0.053
1,62,36,-0.001
1,62,37,0.049
1,62,38,0.098
1,63,1,-2.465
1,63,2,-2.339
1,63,3,-2.22
1,63,4,-2.115
1,63,5,-2.027
1,63,6,-1.943
1,63,7,-1.864
1,63,8,-1.788
1,63,9,-1.714
1,63,10,-1.642
1,63,11,-1.569
1,63,12,-1.498
1,63,13,-1.427
1,63,14,-1.357
1,63,15,-1.287
1,63,16,-1.218
1,63,17,-1.149
1,63,18,-1.081
1,63,19,-1.014
1,63,20,-0.947
1,63,21,-0.881
1,63,22,-0.815
1,63,23,-0.751
1,63,24,-0.687
1,63,25,-0.624
1,63,26,-0.562
1,63,27,-0.501
1,63,28,-0.441
1,63,29,-0.382
1,63,30,-0.324
1,63,31,-0.268
1,63,32,-0.212
1,63,33,-0.158
1,63,34,-0.105
1,63,35,-0.053
1,63,36,-0.002
1,63,37,0.048
1,64,1,-2.465
1,64,2,-2.339
1,64,3,-2.22
1,64,4,-2.115
1,64,5,-2.027
1,64,6,-1.943
1,64,7,-1.865
1,64,8,-1.788
1,64,9,-1.714
1,64,10,-1.642
1,64,11,-1.57
1,64,12,-1.498
1,64,13,-1.428
1,64,14,-1.357
1,64,15,-1.287
1,64,16,-1.218
1,64,17,-1.15
1,64,18,-1.081
1,64,19,-1.014
1,64,20,-0.947
1,64,21,-0.881
1,64,22,-0.815
1,64,23,-0.751
1,64,24,-0.687
1,64,25,-0.624
1,64,26,-0.562
1,64,27,-0.501
1,64,28,-0.441
1,64,29,-0.382
1,64,30,-0.325
1,64,31,-0.268
1,64,32,-0.213
1,64,33,-0.158
1,64,34,-0.105
1,64,35,-0.053
1,64,36,-0.002
1,65,1,-2.465
1,65,2,-2.339
1,65,3,-2.22
1,65,4,-2.115
1,65,5,-2.027
1,65,6,-1.943
1,65,7,-1.865
1,65,8,-1.788
1,65,9,-1.714
1,65,10,-1.642
1,65,11,-1.57
1,65,12,-1.498
1,65,13,-1.428
1,65,14,-1.358
1,65,15,-1.288
1,65,16,-1.218
1,65,17,-1.15
1,65,18,-1.081
1,65,19,-1.014
1,65,20,-0.947
1,65,21,-0.881
1,65,22,-0.815
1,65,23,-0.751
1,65,24,-0.687
1,65,25,-0.624
1,65,26,-0.562
1,65,27,-0.501
1,65,28,-0.441
1,65,29,-0.382
1,65,30,-0.325
1,65,31,-0.268
1,65,32,-0.213
1,65,33,-0.158
1,65,34,-0.105
1,65,35,-0.053
1,66,1,-2.465
1,66,2,-2.339
1,66,3,-2.22
1,66,4,-2.115
1,66,5,-2.027
1,66,6,-1.943
1,66,7,-1.865
1,66,8,-1.789
1,66,9,-1.714
1,66,10,-1.642
1,66,11,-1.57
1,66,12,-1.498
1,66,13,-1.428
1,66,14,-1.358
1,66,15,-1.288
1,66,16,-1.218
1,66,17,-1.15
1,66,18,-1.082
1,66,19,-1.014
1,66,20,-0.947
1,66,21,-0.881
1,66,22,-0.815
1,66,23,-0.751
1,66,24,-0.687
1,66,25,-0.624
1,66,26,-0.562
1,66,27,-0.501
1,66,28,-0.441
1,66,29,-0.383
1,66,30,-0.325
1,66,31,-0.268
1,66,32,-0.213
1,66,33,-0.159
1,66,34,-0.105
1,67,1,-2.465
1,67,2,-2.339
1,67,3,-2.22
1,67,4,-2.115
1,67,5,-2.027
1,67,6,-1.943
1,67,7,-1.865
1,67,8,-1.789
1,67,9,-1.715
1,67,10,-1.642
1,67,11,-1.57
1,67,12,-1.498
1,67,13,-1.428
1,67,14,-1.358
1,67,15,-1.288
1,67,16,-1.218
1,67,17,-1.15
1,67,18,-1.082
1,67,19,-1.014
1,67,20,-0.947
1,67,21,-0.881
1,67,22,-0.815
1,67,23,-0.751
1,67,24,-0.687
1,67,25,-0.624
1,67,26,-0.562
1,67,27,-0.501
1,67,28,-0.441
1,67,29,-0.383
1,67,30,-0.325
1,67,31,-0.268
1,67,32,-0.213
1,67,33,-0.159
1,68,1,-2.465
1,68,2,-2.339
1,68,3,-2.22
1,68,4,-2.115
1,68,5,-2.027
1,68,6,-1.943
1,68,7,-1.865
1,68,8,-1.789
1,68,9,-1.715
1,68,10,-1.642
1,68,11,-1.57
1,68,12,-1.499
1,68,13,-1.428
1,68,14,-1.358
1,68,15,-1.288
1,68,16,-1.219
1,68,17,-1.15
1,68,18,-1.082
1,68,19,-1.014
1,68,20,-0.947
1,68,21,-0.881
1,68,22,-0.816
1,68,23,-0.751
1,68,24,-0.687
1,68,25,-0.624
1,68,26,-0.562
1,68,27,-0.501
1,68,28,-0.441
1,68,29,-0.383
1,68,30,-0.325
1,68,31,-0.268
1,68,32,-0.213
1,69,1,-2.465
1,69,2,-2.339
1,69,3,-2.22
1,69,4,-2.115
1,69,5,-2.027
1,69,6,-1.943
1,69,7,-1.865
1,69,8,-1.789
1,69,9,-1.715
1,69,10,-1.642
1,69,11,-1.57
1,69,12,-1.499
1,69,13,-1.428
1,69,14,-1.358
1,69,15,-1.288
1,69,16,-1.219
1,69,17,-1.15
1,69,18,-1.082
1,69,19,-1.014
1,69,20,-0.947
1,69,21,-0.881
1,69,22,-0.816
1,69,23,-0.751
1,69,24,-0.687
1,69,25,-0.624
1,69,26,-0.562
1,69,27,-0.501
1,69,28,-0.442
1,69,29,-0.383
1,69,30,-0.325
1,69,31,-0.268
1,70,1,-2.465
1,70,2,-2.339
1,70,3,-2.22
1,70,4,-2.115
1,70,5,-2.027
1,70,6,-1.943
1,70,7,-1.865
1,70,8,-1.789
1,70,9,-1.715
1,70,10,-1.642
1,70,11,-1.57
1,70,12,-1.499
1,70,13,-1.428
1,70,14,-1.358
1,70,15,-1.288
1,70,16,-1.219
1,70,17,-1.15
1,70,18,-1.082
1,70,19,-1.014
1,70,20,-0.947
1,70,21,-0.881
1,70,22,-0.816
1,70,23,-0.751
1,70,24,-0.687
1,70,25,-0.624
1,70,26,-0.563
1,70,27,-0.502
1,70,28,-0.442
1,70,29,-0.383
1,70,30,-0.325
1,71,1,-2.465
1,71,2,-2.339
1,71,3,-2.22
1,71,4,-2.115
1,71,5,-2.027
1,71,6,-1.943
1,71,7,-1.865
1,71,8,-1.789
1,71,9,-1.715
1,71,10,-1.642
1,71,11,-1.57
1,71,12,-1.499
1,71,13,-1.428
1,71,14,-1.358
1,71,15,-1.288
1,71,16,-1.219
1,71,17,-1.15
1,71,18,-1.082
1,71,19,-1.014
1,71,20,-0.947
1,71,21,-0.881
1,71,22,-0.816
1,71,23,-0.751
1,71,24,-0.687
1,71,25,-0.624
1,71,26,-0.563
1,71,27,-0.502
1,71,28,-0.442
1,71,29,-0.383
1,72,1,-2.466
1,72,2,-2.339
1,72,3,-2.22
1,72,4,-2.115
1,72,5,-2.027
1,72,6,-1.943
1,72,7,-1.865
1,72,8,-1.789
1,72,9,-1.715
1,72,10,-1.642
1,72,11,-1.57
1,72,12,-1.499
1,72,13,-1.428
1,72,14,-1.358
1,72,15,-1.288
1,72,16,-1.219
1,72,17,-1.15
1,72,18,-1.082
1,72,19,-1.014
1,72,20,-0.947
1,72,21,-0.881
1,72,22,-0.816
1,72,23,-0.751
1,72,24,-0.687
1,72,25,-0.624
1,72,26,-0.563
1,72,27,-0.502
1,72,28,-0.442
1,73,1,-2.466
1,73,2,-2.339
1,73,3,-2.22
1,73,4,-2.115
1,73,5,-2.027
1,73,6,-1.943
1,73,7,-1.865
1,73,8,-1.789
1,73,9,-1.715
1,73,10,-1.642
1,73,11,-1.57
1,73,12,-1.499
1,73,13,-1.428
1,73,14,-1.358
1,73,15,-1.288
1,73,16,-1.219
1,73,17,-1.15
1,73,18,-1.082
1,73,19,-1.014
1,73,20,-0.947
1,73,21,-0.881
1,73,22,-0.816
1,73,23,-0.751
1,73,24,-0.687
1,73,25,-0.625
1,73,26,-0.563
1,73,27,-0.502
1,74,1,-2.466
1,74,2,-2.339
1,74,3,-2.22
1,74,4,-2.115
1,74,5,-2.027
1,74,6,-1.943
1,74,7,-1.865
1,74,8,-1.789
1,74,9,-1.715
1,74,10,-1.642
1,74,11,-1.57
1,74,12,-1.499
1,74,13,-1.428
1,74,14,-1.358
1,74,15,-1.288
1,74,16,-1.219
1,74,17,-1.15
1,74,18,-1.082
1,74,19,-1.014
1,74,20,-0.947
1,74,21,-0.881
1,74,22,-0.816
1,74,23,-0.751
1,74,24,-0.687
1,74,25,-0.625
1,74,26,-0.563
1,75,1,-2.466
1,75,2,-2.339
1,75,3,-2.221
1,75,4,-2.115
1,75,5,-2.027
1,75,6,-1.943
1,75,7,-1.865
1,75,8,-1.789
1,75,9,-1.715
1,75,10,-1.642
1,75,11,-1.57
1,75,12,-1.499
1,75,13,-1.428
1,75,14,-1.358
1,75,15,-1.288
1,75,16,-1.219
1,75,17,-1.15
1,75,18,-1.082
1,75,19,-1.014
1,75,20,-0.947
1,75,21,-0.881
1,75,22,-0.816
1,75,23,-0.751
1,75,24,-0.687
1,75,25,-0.625
1,76,1,-2.466
1,76,2,-2.339
1,76,3,-2.221
1,76,4,-2.115
1,76,5,-2.027
1,76,6,-1.944
1,76,7,-1.865
1,76,8,-1.789
1,76,9,-1.715
1,76,10,-1.642
1,76,11,-1.57
1,76,12,-1.499
1,76,13,-1.428
1,76,14,-1.358
1,76,15,-1.288
1,76,16,-1.219
1,76,17,-1.15
1,76,18,-1.082
1,76,19,-1.014
1,76,20,-0.947
1,76,21,-0.881
1,76,22,-0.816
1,76,23,-0.751
1,76,24,-0.687
1,77,1,-2.466
1,77,2,-2.339
1,77,3,-2.221
1,77,4,-2.115
1,77,5,-2.027
1,77,6,-1.944
1,77,7,-1.865
1,77,8,-1.789
1,77,9,-1.715
1,77,10,-1.642
1,77,11,-1.57
1,77,12,-1.499
1,77,13,-1.428
1,77,14,-1.358
1,77,15,-1.288
1,77,16,-1.219
1,77,17,-1.15
1,77,18,-1.082
1,77,19,-1.014
1,77,20,-0.947
1,77,21,-0.881
1,77,22,-0.816
1,77,23,-0.751
1,78,1,-2.466
1,78,2,-2.339
1,78,3,-2.221
1,78,4,-2.115
1,78,5,-2.027
1,78,6,-1.944
1,78,7,-1.865
1,78,8,-1.789
1,78,9,-1.715
1,78,10,-1.642
1,78,11,-1.57
1,78,12,-1.499
1,78,13,-1.428
1,78,14,-1.358
1,78,15,-1.288
1,78,16,-1.219
1,78,17,-1.15
1,78,18,-1.082
1,78,19,-1.014
1,78,20,-0.947
1,78,21,-0.881
1,78,22,-0.816
1,79,1,-2.466
1,79,2,-2.339
1,79,3,-2.221
1,79,4,-2.116
1,79,5,-2.027
1,79,6,-1.944
1,79,7,-1.865
1,79,8,-1.789
1,79,9,-1.715
1,79,10,-1.642
1,79,11,-1.57
1,79,12,-1.499
1,79,13,-1.428
1,79,14,-1.358
1,79,15,-1.288
1,79,16,-1.219
1,79,17,-1.15
1,79,18,-1.082
1,79,19,-1.014
1,79,20,-0.947
1,79,21,-0.881
1,80,1,-2.466
1,80,2,-2.339
1,80,3,-2.221
1,80,4,-2.116
1,80,5,-2.027
1,80,6,-1.944
1,80,7,-1.865
1,80,8,-1.789
1,80,9,-1.715
1,80,10,-1.642
1,80,11,-1.57
1,80,12,-1.499
1,80,13,-1.428
1,80,14,-1.358
1,80,15,-1.288
1,80,16,-1.219
1,80,17,-1.15
1,80,18,-1.082
1,80,19,-1.014
1,80,20,-0.947
1,81,1,-2.466
1,81,2,-2.339
