Down,Ydstogo,Line,Value
1,1,2,-1.53
1,1,3,-1.352
1,1,4,-1.205
1,1,5,-1.105
1,1,6,-1.017
1,1,7,-0.937
1,1,8,-0.861
1,1,9,-0.787
1,1,10,-0.715
1,1,11,-0.643
1,1,12,-0.571
1,1,13,-0.5
1,1,14,-0.428
1,1,15,-0.357
1,1,16,-0.285
1,1,17,-0.214
1,1,18,-0.143
1,1,19,-0.073
1,1,20,-0.003
1,1,21,0.068
1,1,22,0.139
1,1,23,0.21
1,1,24,0.28
1,1,25,0.351
1,1,26,0.421
1,1,27,0.492
1,1,28,0.563
1,1,29,0.634
1,1,30,0.704
1,1,31,0.775
1,1,32,0.845
1,1,33,0.915
1,1,34,0.985
1,1,35,1.055
1,1,36,1.124
1,1,37,1.194
1,1,38,1.265
1,1,39,1.337
1,1,40,1.408
1,1,41,1.48
1,1,42,1.551
1,1,43,1.623
1,1,44,1.693
1,1,45,1.765
1,1,46,1.838
1,1,47,1.91
1,1,48,1.983
1,1,49,2.057
1,1,50,2.132
1,1,51,2.207
1,1,52,2.282
1,1,53,2.359
1,1,54,2.436
1,1,55,2.512
1,1,56,2.592
1,1,57,2.672
1,1,58,2.753
1,1,59,2.834
1,1,60,2.916
1,1,61,2.999
1,1,62,3.083
1,1,63,3.168
1,1,64,3.253
1,1,65,3.34
1,1,66,3.427
1,1,67,3.516
1,1,68,3.606
1,1,69,3.696
1,1,70,3.787
1,1,71,3.879
1,1,72,3.97
1,1,73,4.063
1,1,74,4.155
1,1,75,4.248
1,1,76,4.342
1,1,77,4.435
1,1,78,4.529
1,1,79,4.623
1,1,80,4.716
1,1,81,4.794
1,1,82,4.89
1,1,83,4.986
1,1,84,5.085
1,1,85,5.186
1,1,86,5.288
1,1,87,5.393
1,1,88,5.498
1,1,89,5.604
1,1,90,5.705
1,1,91,5.798
1,1,92,5.852
1,1,93,5.922
1,1,94,5.988
1,1,95,6.05
1,1,96,6.123
1,1,97,6.192
1,1,98,6.257
1,1,99,6.296
1,2,1,-1.704
1,2,2,-1.54
1,2,3,-1.362
1,2,4,-1.217
1,2,5,-1.119
1,2,6,-1.031
1,2,7,-0.953
1,2,8,-0.876
1,2,9,-0.803
1,2,10,-0.73
1,2,11,-0.658
1,2,12,-0.586
1,2,13,-0.514
1,2,14,-0.443
1,2,15,-0.371
1,2,16,-0.299
1,2,17,-0.228
1,2,18,-0.157
1,2,19,-0.087
1,2,20,-0.016
1,2,21,0.056
1,2,22,0.126
1,2,23,0.196
1,2,24,0.267
1,2,25,0.337
1,2,26,0.408
1,2,27,0.479
1,2,28,0.55
1,2,29,0.62
1,2,30,0.691
1,2,31,0.761
1,2,32,0.831
1,2,33,0.901
1,2,34,0.971
1,2,35,1.041
1,2,36,1.111
1,2,37,1.181
1,2,38,1.253
1,2,39,1.324
1,2,40,1.396
1,2,41,1.467
1,2,42,1.539
1,2,43,1.609
1,2,44,1.681
1,2,45,1.753
1,2,46,1.824
1,2,47,1.897
1,2,48,1.97
1,2,49,2.044
1,2,50,2.118
1,2,51,2.192
1,2,52,2.267
1,2,53,2.343
1,2,54,2.418
1,2,55,2.496
1,2,56,2.575
1,2,57,2.655
1,2,58,2.735
1,2,59,2.817
1,2,60,2.898
1,2,61,2.981
1,2,62,3.065
1,2,63,3.149
1,2,64,3.235
1,2,65,3.322
1,2,66,3.409
1,2,67,3.498
1,2,68,3.588
1,2,69,3.678
1,2,70,3.769
1,2,71,3.86
1,2,72,3.951
1,2,73,4.043
1,2,74,4.136
1,2,75,4.228
1,2,76,4.321
1,2,77,4.414
1,2,78,4.507
1,2,79,4.601
1,2,80,4.694
1,2,81,4.773
1,2,82,4.868
1,2,83,4.965
1,2,84,5.064
1,2,85,5.165
1,2,86,5.269
1,2,87,5.375
1,2,88,5.482
1,2,89,5.589
1,2,90,5.687
1,2,91,5.776
1,2,92,5.827
1,2,93,5.895
1,2,94,5.959
1,2,95,6.018
1,2,96,6.084
1,2,97,6.144
1,2,98,6.205
1,3,1,-1.711
1,3,2,-1.548
1,3,3,-1.373
1,3,4,-1.231
1,3,5,-1.133
1,3,6,-1.047
1,3,7,-0.969
1,3,8,-0.894
1,3,9,-0.82
1,3,10,-0.747
1,3,11,-0.675
1,3,12,-0.602
1,3,13,-0.531
1,3,14,-0.459
1,3,15,-0.386
1,3,16,-0.315
1,3,17,-0.245
1,3,18,-0.175
1,3,19,-0.104
1,3,20,-0.032
1,3,21,0.039
1,3,22,0.109
1,3,23,0.18
1,3,24,0.25
1,3,25,0.321
1,3,26,0.391
1,3,27,0.462
1,3,28,0.533
1,3,29,0.603
1,3,30,0.674
1,3,31,0.744
1,3,32,0.814
1,3,33,0.884
1,3,34,0.954
1,3,35,1.024
1,3,36,1.094
1,3,37,1.165
1,3,38,1.237
1,3,39,1.309
1,3,40,1.38
1,3,41,1.452
1,3,42,1.522
1,3,43,1.594
1,3,44,1.665
1,3,45,1.735
1,3,46,1.808
1,3,47,1.879
1,3,48,1.953
1,3,49,2.026
1,3,50,2.099
1,3,51,2.173
1,3,52,2.248
1,3,53,2.322
1,3,54,2.399
1,3,55,2.477
1,3,56,2.556
1,3,57,2.635
1,3,58,2.716
1,3,59,2.796
1,3,60,2.877
1,3,61,2.96
1,3,62,3.044
1,3,63,3.129
1,3,64,3.214
1,3,65,3.301
1,3,66,3.389
1,3,67,3.478
1,3,68,3.567
1,3,69,3.657
1,3,70,3.747
1,3,71,3.838
1,3,72,3.929
1,3,73,4.02
1,3,74,4.112
1,3,75,4.204
1,3,76,4.296
1,3,77,4.388
1,3,78,4.481
1,3,79,4.574
1,3,80,4.668
1,3,81,4.748
1,3,82,4.843
1,3,83,4.94
1,3,84,5.04
1,3,85,5.142
1,3,86,5.248
1,3,87,5.356
1,3,88,5.466
1,3,89,5.568
1,3,90,5.661
1,3,91,5.745
1,3,92,5.795
1,3,93,5.859
1,3,94,5.919
1,3,95,5.972
1,3,96,6.024
1,3,97,6.078
1,4,1,-1.719
1,4,2,-1.558
1,4,3,-1.387
1,4,4,-1.248
1,4,5,-1.153
1,4,6,-1.066
1,4,7,-0.989
1,4,8,-0.914
1,4,9,-0.84
1,4,10,-0.767
1,4,11,-0.694
1,4,12,-0.622
1,4,13,-0.55
1,4,14,-0.478
1,4,15,-0.406
1,4,16,-0.335
1,4,17,-0.266
1,4,18,-0.195
1,4,19,-0.123
1,4,20,-0.052
1,4,21,0.019
1,4,22,0.089
1,4,23,0.16
1,4,24,0.23
1,4,25,0.301
1,4,26,0.372
1,4,27,0.442
1,4,28,0.513
1,4,29,0.583
1,4,30,0.654
1,4,31,0.724
1,4,32,0.794
1,4,33,0.864
1,4,34,0.933
1,4,35,1.004
1,4,36,1.076
1,4,37,1.147
1,4,38,1.219
1,4,39,1.291
1,4,40,1.362
1,4,41,1.433
1,4,42,1.504
1,4,43,1.575
1,4,44,1.646
1,4,45,1.717
1,4,46,1.789
1,4,47,1.861
1,4,48,1.934
1,4,49,2.006
1,4,50,2.079
1,4,51,2.152
1,4,52,2.224
1,4,53,2.301
1,4,54,2.377
1,4,55,2.455
1,4,56,2.533
1,4,57,2.612
1,4,58,2.692
1,4,59,2.772
1,4,60,2.854
1,4,61,2.937
1,4,62,3.02
1,4,63,3.105
1,4,64,3.19
1,4,65,3.277
1,4,66,3.365
1,4,67,3.454
1,4,68,3.543
1,4,69,3.631
1,4,70,3.721
1,4,71,3.81
1,4,72,3.901
1,4,73,3.992
1,4,74,4.082
1,4,75,4.174
1,4,76,4.266
1,4,77,4.358
1,4,78,4.45
1,4,79,4.543
1,4,80,4.636
1,4,81,4.719
1,4,82,4.814
1,4,83,4.913
1,4,84,5.014
1,4,85,5.119
1,4,86,5.227
1,4,87,5.339
1,4,88,5.443
1,4,89,5.539
1,4,90,5.626
1,4,91,5.706
1,4,92,5.753
1,4,93,5.814
1,4,94,5.868
1,4,95,5.912
1,4,96,5.954
1,5,1,-1.73
1,5,2,-1.572
1,5,3,-1.405
1,5,4,-1.269
1,5,5,-1.175
1,5,6,-1.089
1,5,7,-1.013
1,5,8,-0.936
1,5,9,-0.863
1,5,10,-0.79
1,5,11,-0.717
1,5,12,-0.644
1,5,13,-0.571
1,5,14,-0.501
1,5,15,-0.429
1,5,16,-0.359
1,5,17,-0.289
1,5,18,-0.216
1,5,19,-0.145
1,5,20,-0.074
1,5,21,-0.003
1,5,22,0.067
1,5,23,0.138
1,5,24,0.208
1,5,25,0.279
1,5,26,0.349
1,5,27,0.42
1,5,28,0.491
1,5,29,0.561
1,5,30,0.631
1,5,31,0.701
1,5,32,0.771
1,5,33,0.841
1,5,34,0.912
1,5,35,0.983
1,5,36,1.055
1,5,37,1.126
1,5,38,1.198
1,5,39,1.27
1,5,40,1.34
1,5,41,1.411
1,5,42,1.482
1,5,43,1.552
1,5,44,1.624
1,5,45,1.694
1,5,46,1.767
1,5,47,1.839
1,5,48,1.911
1,5,49,1.983
1,5,50,2.055
1,5,51,2.126
1,5,52,2.2
1,5,53,2.276
1,5,54,2.353
1,5,55,2.429
1,5,56,2.507
1,5,57,2.584
1,5,58,2.663
1,5,59,2.744
1,5,60,2.826
1,5,61,2.908
1,5,62,2.991
1,5,63,3.075
1,5,64,3.161
1,5,65,3.248
1,5,66,3.336
1,5,67,3.424
1,5,68,3.511
1,5,69,3.599
1,5,70,3.688
1,5,71,3.777
1,5,72,3.867
1,5,73,3.956
1,5,74,4.047
1,5,75,4.138
1,5,76,4.23
1,5,77,4.322
1,5,78,4.414
1,5,79,4.506
1,5,80,4.6
1,5,81,4.685
1,5,82,4.782
1,5,83,4.882
1,5,84,4.986
1,5,85,5.094
1,5,86,5.206
1,5,87,5.311
1,5,88,5.408
1,5,89,5.497
1,5,90,5.58
1,5,91,5.656
1,5,92,5.702
1,5,93,5.757
1,5,94,5.803
1,5,95,5.844
1,6,1,-1.744
1,6,2,-1.589
1,6,3,-1.427
1,6,4,-1.294
1,6,5,-1.201
1,6,6,-1.116
1,6,7,-1.038
1,6,8,-0.962
1,6,9,-0.887
1,6,10,-0.815
1,6,11,-0.741
1,6,12,-0.668
1,6,13,-0.597
1,6,14,-0.526
1,6,15,-0.455
1,6,16,-0.384
1,6,17,-0.313
1,6,18,-0.242
1,6,19,-0.171
1,6,20,-0.099
1,6,21,-0.028
1,6,22,0.042
1,6,23,0.113
1,6,24,0.184
1,6,25,0.254
1,6,26,0.325
1,6,27,0.395
1,6,28,0.465
1,6,29,0.535
1,6,30,0.606
1,6,31,0.675
1,6,32,0.745
1,6,33,0.816
1,6,34,0.888
1,6,35,0.96
1,6,36,1.032
1,6,37,1.103
1,6,38,1.175
1,6,39,1.245
1,6,40,1.316
1,6,41,1.386
1,6,42,1.456
1,6,43,1.528
1,6,44,1.598
1,6,45,1.67
1,6,46,1.741
1,6,47,1.812
1,6,48,1.884
1,6,49,1.955
1,6,50,2.025
1,6,51,2.099
1,6,52,2.172
1,6,53,2.248
1,6,54,2.324
1,6,55,2.4
1,6,56,2.477
1,6,57,2.554
1,6,58,2.634
1,6,59,2.714
1,6,60,2.795
1,6,61,2.877
1,6,62,2.959
1,6,63,3.044
1,6,64,3.129
1,6,65,3.216
1,6,66,3.302
1,6,67,3.387
1,6,68,3.474
1,6,69,3.561
1,6,70,3.649
1,6,71,3.737
1,6,72,3.825
1,6,73,3.915
1,6,74,4.005
1,6,75,4.096
1,6,76,4.188
1,6,77,4.28
1,6,78,4.372
1,6,79,4.466
1,6,80,4.56
1,6,81,4.647
1,6,82,4.746
1,6,83,4.849
1,6,84,4.955
1,6,85,5.067
1,6,86,5.172
1,6,87,5.269
1,6,88,5.359
1,6,89,5.444
1,6,90,5.523
1,6,91,5.595
1,6,92,5.638
1,6,93,5.688
1,6,94,5.733
1,7,1,-1.761
1,7,2,-1.61
1,7,3,-1.452
1,7,4,-1.324
1,7,5,-1.231
1,7,6,-1.145
1,7,7,-1.067
1,7,8,-0.99
1,7,9,-0.916
1,7,10,-0.842
1,7,11,-0.768
1,7,12,-0.697
1,7,13,-0.626
1,7,14,-0.556
1,7,15,-0.484
1,7,16,-0.412
1,7,17,-0.341
1,7,18,-0.27
1,7,19,-0.199
1,7,20,-0.128
1,7,21,-0.057
1,7,22,0.014
1,7,23,0.085
1,7,24,0.155
1,7,25,0.226
1,7,26,0.296
1,7,27,0.366
1,7,28,0.436
1,7,29,0.507
1,7,30,0.577
1,7,31,0.646
1,7,32,0.718
1,7,33,0.79
1,7,34,0.862
1,7,35,0.934
1,7,36,1.005
1,7,37,1.077
1,7,38,1.147
1,7,39,1.218
1,7,40,1.288
1,7,41,1.357
1,7,42,1.429
1,7,43,1.499
1,7,44,1.57
1,7,45,1.64
1,7,46,1.711
1,7,47,1.781
1,7,48,1.852
1,7,49,1.921
1,7,50,1.993
1,7,51,2.066
1,7,52,2.14
1,7,53,2.215
1,7,54,2.291
1,7,55,2.366
1,7,56,2.442
1,7,57,2.52
1,7,58,2.599
1,7,59,2.679
1,7,60,2.759
1,7,61,2.84
1,7,62,2.923
1,7,63,3.007
1,7,64,3.092
1,7,65,3.178
1,7,66,3.262
1,7,67,3.347
1,7,68,3.432
1,7,69,3.518
1,7,70,3.605
1,7,71,3.691
1,7,72,3.779
1,7,73,3.869
1,7,74,3.96
1,7,75,4.051
1,7,76,4.142
1,7,77,4.234
1,7,78,4.327
1,7,79,4.42
1,7,80,4.516
1,7,81,4.605
1,7,82,4.706
1,7,83,4.812
1,7,84,4.922
1,7,85,5.026
1,7,86,5.124
1,7,87,5.214
1,7,88,5.3
1,7,89,5.382
1,7,90,5.458
1,7,91,5.524
1,7,92,5.563
1,7,93,5.611
1,8,1,-1.783
1,8,2,-1.634
1,8,3,-1.481
1,8,4,-1.356
1,8,5,-1.262
1,8,6,-1.176
1,8,7,-1.097
1,8,8,-1.022
1,8,9,-0.946
1,8,10,-0.872
1,8,11,-0.8
1,8,12,-0.728
1,8,13,-0.658
1,8,14,-0.587
1,8,15,-0.514
1,8,16,-0.443
1,8,17,-0.373
1,8,18,-0.301
1,8,19,-0.23
1,8,20,-0.159
1,8,21,-0.088
1,8,22,-0.017
1,8,23,0.054
1,8,24,0.124
1,8,25,0.195
1,8,26,0.265
1,8,27,0.335
1,8,28,0.405
1,8,29,0.475
1,8,30,0.545
1,8,31,0.616
1,8,32,0.688
1,8,33,0.761
1,8,34,0.833
1,8,35,0.905
1,8,36,0.976
1,8,37,1.046
1,8,38,1.117
1,8,39,1.187
1,8,40,1.256
1,8,41,1.327
1,8,42,1.397
1,8,43,1.468
1,8,44,1.538
1,8,45,1.607
1,8,46,1.677
1,8,47,1.747
1,8,48,1.815
1,8,49,1.886
1,8,50,1.957
1,8,51,2.03
1,8,52,2.102
1,8,53,2.178
1,8,54,2.252
1,8,55,2.326
1,8,56,2.404
1,8,57,2.481
1,8,58,2.559
1,8,59,2.637
1,8,60,2.715
1,8,61,2.797
1,8,62,2.879
1,8,63,2.963
1,8,64,3.047
1,8,65,3.129
1,8,66,3.212
1,8,67,3.295
1,8,68,3.379
1,8,69,3.464
1,8,70,3.549
1,8,71,3.636
1,8,72,3.725
1,8,73,3.815
1,8,74,3.907
1,8,75,3.998
1,8,76,4.09
1,8,77,4.183
1,8,78,4.277
1,8,79,4.373
1,8,80,4.471
1,8,81,4.56
1,8,82,4.665
1,8,83,4.773
1,8,84,4.876
1,8,85,4.972
1,8,86,5.063
1,8,87,5.15
1,8,88,5.233
1,8,89,5.311
1,8,90,5.381
1,8,91,5.44
1,8,92,5.478
1,9,1,-1.807
1,9,2,-1.661
1,9,3,-1.513
1,9,4,-1.389
1,9,5,-1.297
1,9,6,-1.209
1,9,7,-1.132
1,9,8,-1.054
1,9,9,-0.978
1,9,10,-0.907
1,9,11,-0.834
1,9,12,-0.763
1,9,13,-0.692
1,9,14,-0.62
1,9,15,-0.548
1,9,16,-0.477
1,9,17,-0.406
1,9,18,-0.334
1,9,19,-0.263
1,9,20,-0.192
1,9,21,-0.12
1,9,22,-0.05
1,9,23,0.021
1,9,24,0.091
1,9,25,0.161
1,9,26,0.231
1,9,27,0.301
1,9,28,0.371
1,9,29,0.441
1,9,30,0.513
1,9,31,0.585
1,9,32,0.658
1,9,33,0.73
1,9,34,0.802
1,9,35,0.873
1,9,36,0.943
1,9,37,1.014
1,9,38,1.084
1,9,39,1.153
1,9,40,1.223
1,9,41,1.293
1,9,42,1.363
1,9,43,1.433
1,9,44,1.502
1,9,45,1.57
1,9,46,1.64
1,9,47,1.706
1,9,48,1.777
1,9,49,1.847
1,9,50,1.918
1,9,51,1.99
1,9,52,2.062
1,9,53,2.136
1,9,54,2.209
1,9,55,2.284
1,9,56,2.361
1,9,57,2.437
1,9,58,2.514
1,9,59,2.591
1,9,60,2.67
1,9,61,2.751
1,9,62,2.833
1,9,63,2.916
1,9,64,2.997
1,9,65,3.079
1,9,66,3.16
1,9,67,3.242
1,9,68,3.325
1,9,69,3.407
1,9,70,3.492
1,9,71,3.58
1,9,72,3.67
1,9,73,3.761
1,9,74,3.852
1,9,75,3.943
1,9,76,4.036
1,9,77,4.129
1,9,78,4.225
1,9,79,4.322
1,9,80,4.421
1,9,81,4.513
1,9,82,4.621
1,9,83,4.723
1,9,84,4.819
1,9,85,4.91
1,9,86,4.997
1,9,87,5.081
1,9,88,5.16
1,9,89,5.231
1,9,90,5.292
1,9,91,5.348
1,10,1,-1.833
1,10,2,-1.689
1,10,3,-1.546
1,10,4,-1.425
1,10,5,-1.331
1,10,6,-1.246
1,10,7,-1.166
1,10,8,-1.088
1,10,9,-1.014
1,10,10,-0.942
1,10,11,-0.87
1,10,12,-0.798
1,10,13,-0.726
1,10,14,-0.654
1,10,15,-0.583
1,10,16,-0.512
1,10,17,-0.441
1,10,18,-0.369
1,10,19,-0.298
1,10,20,-0.226
1,10,21,-0.155
1,10,22,-0.084
1,10,23,-0.014
1,10,24,0.056
1,10,25,0.126
1,10,26,0.196
1,10,27,0.266
1,10,28,0.336
1,10,29,0.408
1,10,30,0.48
1,10,31,0.553
1,10,32,0.625
1,10,33,0.697
1,10,34,0.769
1,10,35,0.839
1,10,36,0.91
1,10,37,0.979
1,10,38,1.048
1,10,39,1.118
1,10,40,1.187
1,10,41,1.258
1,10,42,1.327
1,10,43,1.395
1,10,44,1.464
1,10,45,1.531
1,10,46,1.598
1,10,47,1.667
1,10,48,1.736
1,10,49,1.806
1,10,50,1.875
1,10,51,1.947
1,10,52,2.018
1,10,53,2.091
1,10,54,2.164
1,10,55,2.239
1,10,56,2.314
1,10,57,2.389
1,10,58,2.465
1,10,59,2.543
1,10,60,2.621
1,10,61,2.702
1,10,62,2.782
1,10,63,2.862
1,10,64,2.942
1,10,65,3.022
1,10,66,3.103
1,10,67,3.184
1,10,68,3.265
1,10,69,3.347
1,10,70,3.433
1,10,71,3.521
1,10,72,3.611
1,10,73,3.701
1,10,74,3.792
1,10,75,3.884
1,10,76,3.977
1,10,77,4.072
1,10,78,4.169
1,10,79,4.268
1,10,80,4.37
1,10,81,4.467
1,10,82,4.568
1,10,83,4.663
1,10,84,4.753
1,10,85,4.839
1,10,86,4.922
1,10,87,5.001
1,10,88,5.074
1,10,89,5.137
1,10,90,5.195
1,11,1,-1.861
1,11,2,-1.719
1,11,3,-1.58
1,11,4,-1.46
1,11,5,-1.368
1,11,6,-1.281
1,11,7,-1.201
1,11,8,-1.125
1,11,9,-1.051
1,11,10,-0.98
1,11,11,-0.907
1,11,12,-0.834
1,11,13,-0.762
1,11,14,-0.691
1,11,15,-0.619
1,11,16,-0.547
1,11,17,-0.476
1,11,18,-0.405
1,11,19,-0.333
1,11,20,-0.261
1,11,21,-0.19
1,11,22,-0.12
1,11,23,-0.05
1,11,24,0.019
1,11,25,0.09
1,11,26,0.16
1,11,27,0.23
1,11,28,0.302
1,11,29,0.374
1,11,30,0.447
1,11,31,0.519
1,11,32,0.591
1,11,33,0.663
1,11,34,0.733
1,11,35,0.804
1,11,36,0.874
1,11,37,0.942
1,11,38,1.012
1,11,39,1.081
1,11,40,1.151
1,11,41,1.22
1,11,42,1.288
1,11,43,1.356
1,11,44,1.424
1,11,45,1.487
1,11,46,1.557
1,11,47,1.624
1,11,48,1.694
1,11,49,1.762
1,11,50,1.832
1,11,51,1.901
1,11,52,1.971
1,11,53,2.044
1,11,54,2.117
1,11,55,2.19
1,11,56,2.264
1,11,57,2.337
1,11,58,2.414
1,11,59,2.491
1,11,60,2.569
1,11,61,2.649
1,11,62,2.725
1,11,63,2.805
1,11,64,2.883
1,11,65,2.962
1,11,66,3.042
1,11,67,3.12
1,11,68,3.201
1,11,69,3.284
1,11,70,3.371
1,11,71,3.46
1,11,72,3.549
1,11,73,3.639
1,11,74,3.731
1,11,75,3.823
1,11,76,3.918
1,11,77,4.014
1,11,78,4.112
1,11,79,4.214
1,11,80,4.319
1,11,81,4.411
1,11,82,4.504
1,11,83,4.592
1,11,84,4.677
1,11,85,4.759
1,11,86,4.838
1,11,87,4.911
1,11,88,4.974
1,11,89,5.034
1,12,1,-1.89
1,12,2,-1.75
1,12,3,-1.613
1,12,4,-1.497
1,12,5,-1.404
1,12,6,-1.318
1,12,7,-1.24
1,12,8,-1.163
1,12,9,-1.089
1,12,10,-1.017
1,12,11,-0.943
1,12,12,-0.871
1,12,13,-0.799
1,12,14,-0.728
1,12,15,-0.656
1,12,16,-0.584
1,12,17,-0.513
1,12,18,-0.441
1,12,19,-0.37
1,12,20,-0.298
1,12,21,-0.227
1,12,22,-0.157
1,12,23,-0.088
1,12,24,-0.018
1,12,25,0.053
1,12,26,0.123
1,12,27,0.194
1,12,28,0.267
1,12,29,0.34
1,12,30,0.413
1,12,31,0.484
1,12,32,0.556
1,12,33,0.626
1,12,34,0.698
1,12,35,0.767
1,12,36,0.835
1,12,37,0.905
1,12,38,0.974
1,12,39,1.043
1,12,40,1.112
1,12,41,1.179
1,12,42,1.247
1,12,43,1.314
1,12,44,1.378
1,12,45,1.445
1,12,46,1.513
1,12,47,1.581
1,12,48,1.648
1,12,49,1.717
1,12,50,1.785
1,12,51,1.854
1,12,52,1.924
1,12,53,1.997
1,12,54,2.068
1,12,55,2.139
1,12,56,2.212
1,12,57,2.286
1,12,58,2.361
1,12,59,2.438
1,12,60,2.515
1,12,61,2.59
1,12,62,2.666
1,12,63,2.743
1,12,64,2.821
1,12,65,2.898
1,12,66,2.975
1,12,67,3.053
1,12,68,3.135
1,12,69,3.22
1,12,70,3.307
1,12,71,3.395
1,12,72,3.485
1,12,73,3.576
1,12,74,3.668
1,12,75,3.762
1,12,76,3.858
1,12,77,3.956
1,12,78,4.057
1,12,79,4.161
1,12,80,4.26
1,12,81,4.344
1,12,82,4.43
1,12,83,4.513
1,12,84,4.594
1,12,85,4.672
1,12,86,4.744
1,12,87,4.808
1,12,88,4.868
1,13,1,-1.921
1,13,2,-1.781
1,13,3,-1.649
1,13,4,-1.533
1,13,5,-1.441
1,13,6,-1.357
1,13,7,-1.278
1,13,8,-1.202
1,13,9,-1.128
1,13,10,-1.054
1,13,11,-0.981
1,13,12,-0.909
1,13,13,-0.837
1,13,14,-0.765
1,13,15,-0.693
1,13,16,-0.622
1,13,17,-0.55
1,13,18,-0.478
1,13,19,-0.407
1,13,20,-0.335
1,13,21,-0.265
1,13,22,-0.196
1,13,23,-0.126
1,13,24,-0.056
1,13,25,0.015
1,13,26,0.086
1,13,27,0.159
1,13,28,0.232
1,13,29,0.305
1,13,30,0.377
1,13,31,0.449
1,13,32,0.519
1,13,33,0.59
1,13,34,0.659
1,13,35,0.727
1,13,36,0.797
1,13,37,0.865
1,13,38,0.935
1,13,39,1.003
1,13,40,1.07
1,13,41,1.137
1,13,42,1.204
1,13,43,1.268
1,13,44,1.335
1,13,45,1.4
1,13,46,1.469
1,13,47,1.535
1,13,48,1.603
1,13,49,1.669
1,13,50,1.735
1,13,51,1.805
1,13,52,1.875
1,13,53,1.946
1,13,54,2.015
1,13,55,2.084
1,13,56,2.158
1,13,57,2.231
1,13,58,2.307
1,13,59,2.381
1,13,60,2.453
1,13,61,2.529
1,13,62,2.602
1,13,63,2.678
1,13,64,2.754
1,13,65,2.828
1,13,66,2.905
1,13,67,2.985
1,13,68,3.068
1,13,69,3.153
1,13,70,3.24
1,13,71,3.329
1,13,72,3.42
1,13,73,3.511
1,13,74,3.605
1,13,75,3.701
1,13,76,3.798
1,13,77,3.899
1,13,78,4.002
1,13,79,4.099
1,13,80,4.191
1,13,81,4.268
1,13,82,4.349
1,13,83,4.428
1,13,84,4.505
1,13,85,4.576
1,13,86,4.639
1,13,87,4.7
1,14,1,-1.951
1,14,2,-1.814
1,14,3,-1.682
1,14,4,-1.57
1,14,5,-1.482
1,14,6,-1.395
1,14,7,-1.317
1,14,8,-1.241
1,14,9,-1.165
1,14,10,-1.092
1,14,11,-1.019
1,14,12,-0.947
1,14,13,-0.875
1,14,14,-0.803
1,14,15,-0.731
1,14,16,-0.659
1,14,17,-0.587
1,14,18,-0.516
1,14,19,-0.445
1,14,20,-0.373
1,14,21,-0.305
1,14,22,-0.233
1,14,23,-0.164
1,14,24,-0.094
1,14,25,-0.022
1,14,26,0.051
1,14,27,0.124
1,14,28,0.197
1,14,29,0.269
1,14,30,0.341
1,14,31,0.411
1,14,32,0.482
1,14,33,0.552
1,14,34,0.62
1,14,35,0.689
1,14,36,0.758
1,14,37,0.827
1,14,38,0.895
1,14,39,0.962
1,14,40,1.029
1,14,41,1.095
1,14,42,1.158
1,14,43,1.224
1,14,44,1.29
1,14,45,1.355
1,14,46,1.422
1,14,47,1.488
1,14,48,1.553
1,14,49,1.619
1,14,50,1.686
1,14,51,1.755
1,14,52,1.822
1,14,53,1.891
1,14,54,1.959
1,14,55,2.029
1,14,56,2.101
1,14,57,2.174
1,14,58,2.247
1,14,59,2.318
1,14,60,2.39
1,14,61,2.462
1,14,62,2.535
1,14,63,2.609
1,14,64,2.681
1,14,65,2.756
1,14,66,2.834
1,14,67,2.916
1,14,68,2.999
1,14,69,3.084
1,14,70,3.172
1,14,71,3.262
1,14,72,3.352
1,14,73,3.446
1,14,74,3.542
1,14,75,3.639
1,14,76,3.738
1,14,77,3.841
1,14,78,3.938
1,14,79,4.028
1,14,80,4.114
1,14,81,4.185
1,14,82,4.262
1,14,83,4.338
1,14,84,4.408
1,14,85,4.471
1,14,86,4.531
1,15,1,-1.984
1,15,2,-1.847
1,15,3,-1.717
1,15,4,-1.61
1,15,5,-1.52
1,15,6,-1.435
1,15,7,-1.356
1,15,8,-1.278
1,15,9,-1.203
1,15,10,-1.13
1,15,11,-1.057
1,15,12,-0.984
1,15,13,-0.912
1,15,14,-0.84
1,15,15,-0.768
1,15,16,-0.696
1,15,17,-0.624
1,15,18,-0.553
1,15,19,-0.482
1,15,20,-0.412
1,15,21,-0.342
1,15,22,-0.272
1,15,23,-0.202
1,15,24,-0.13
1,15,25,-0.057
1,15,26,0.016
1,15,27,0.089
1,15,28,0.161
1,15,29,0.233
1,15,30,0.304
1,15,31,0.375
1,15,32,0.444
1,15,33,0.512
1,15,34,0.582
1,15,35,0.65
1,15,36,0.719
1,15,37,0.787
1,15,38,0.853
1,15,39,0.92
1,15,40,0.986
1,15,41,1.048
1,15,42,1.114
1,15,43,1.179
1,15,44,1.244
1,15,45,1.308
1,15,46,1.374
1,15,47,1.438
1,15,48,1.502
1,15,49,1.568
1,15,50,1.634
1,15,51,1.701
1,15,52,1.767
1,15,53,1.834
1,15,54,1.903
1,15,55,1.971
1,15,56,2.043
1,15,57,2.113
1,15,58,2.183
1,15,59,2.253
1,15,60,2.321
1,15,61,2.393
1,15,62,2.463
1,15,63,2.534
1,15,64,2.607
1,15,65,2.683
1,15,66,2.763
1,15,67,2.845
1,15,68,2.929
1,15,69,3.014
1,15,70,3.103
1,15,71,3.193
